ID,PageRank
4635,6.764456921323025e-06
540,3.4127018092641896e-06
4639,2.8043894782014765e-06
2592,1.4800599836310474e-06
545,2.8936651612713814e-06
546,4.217994655841821e-06
547,3.195329663341516e-05
548,2.375360667403006e-06
4646,1.9512617095111587e-06
4649,1.7670029612657675e-05
2601,2.1868625724512135e-06
2603,1.4800599836310474e-06
554,2.8936651612713814e-06
4654,1.7156608465711029e-06
4659,5.691240116218837e-06
4661,2.2618794232435257e-06
566,2.8936651612713805e-06
4662,1.9512617095111587e-06
2616,1.4800599836310474e-06
4664,1.4800599836310474e-06
570,3.1953296633414965e-05
571,3.195329663341507e-05
4668,2.0262785603034704e-06
4663,1.9512617095111587e-06
2622,2.5244384010166173e-06
4666,1.7156608465711029e-06
576,1.4800599836310474e-06
2625,3.259152204502965e-05
4667,2.0262785603034704e-06
2623,4.935693684349714e-06
2628,3.3332362721438232e-06
581,1.4800599836310474e-06
4669,2.447746285779476e-06
2631,3.3332362721438232e-06
2632,2.6906894156039626e-06
585,1.4800599836310474e-06
4681,1.4800599836310474e-06
2635,2.953322637926932e-05
588,1.4800599836310474e-06
2637,1.4800599836310474e-06
4680,1.4800599836310474e-06
2633,3.353374102381507e-06
2634,2.11686841984894e-06
587,2.8936651612713814e-06
2642,6.411349334140947e-05
593,2.8620142295820193e-06
2644,1.4800599836310474e-06
4694,6.399053544635732e-06
2647,4.5477386035305466e-05
602,1.4800599836310474e-06
4698,1.4800599836310474e-06
605,2.8936651612713822e-06
606,2.3753606674030067e-06
2657,1.9397689247411724e-06
610,2.186862572451215e-06
2659,1.4800599836310474e-06
2658,2.8936651612713814e-06
4707,3.527957864116373e-06
2661,2.8936651612713814e-06
2665,1.4800599836310474e-06
2666,2.11686841984894e-06
2669,1.9397689247411724e-06
2670,2.4064394167881114e-06
623,4.924392937891938e-05
2672,6.336859438620366e-06
2671,2.646571513561339e-06
626,2.023365651306916e-06
2675,1.4800599836310474e-06
628,1.4800599836310474e-06
2674,2.8936651612713814e-06
2678,1.4800599836310474e-06
2676,2.8936651612713814e-06
2680,4.47262386015912e-06
4729,1.4800599836310474e-06
2682,4.318963759243985e-06
2683,1.1833670358887266e-05
636,1.4800599836310474e-06
2684,4.318963759243985e-06
2685,7.138355843108009e-06
2686,3.1953296633415006e-05
2688,2.8936651612713822e-06
635,3.600467750091549e-06
4733,5.38748191724863e-06
4735,2.1868625724512135e-06
2693,1.4800599836310474e-06
650,3.195329663341514e-05
651,3.195329663341505e-05
2699,1.4800599836310474e-06
2700,6.382050381659627e-06
4753,3.195329663341525e-05
660,1.4800599836310474e-06
2711,1.4800599836310474e-06
2720,1.4800599836310474e-06
2721,1.9512617095111596e-06
2725,3.985336126167964e-06
678,4.924392937891955e-05
2726,1.4800599836310474e-06
2733,3.8455223239819065e-06
687,1.4800599836310474e-06
2738,1.4800599836310474e-06
691,1.4800599836310474e-06
4791,1.4800599836310474e-06
708,8.225554686209521e-06
710,3.195329663341513e-05
2758,3.1953296633414965e-05
4806,1.4800599836310474e-06
2763,5.5932091684899004e-06
4812,1.4800599836310474e-06
717,4.5135900537695474e-05
720,3.1953296633415074e-05
721,1.4800599836310474e-06
2770,1.4800599836310474e-06
2771,3.195329663341509e-05
722,2.804389478201478e-06
4823,5.175533143170964e-06
4824,3.925262037305259e-06
2777,2.8936651612713814e-06
732,4.307270338911716e-06
4828,1.4800599836310474e-06
733,2.8936651612713814e-06
2782,2.8936651612713805e-06
2784,1.4800599836310474e-06
4833,1.0295482616286736e-05
2786,1.4800599836310474e-06
2788,1.4800599836310474e-06
747,1.4800599836310474e-06
753,1.4800599836310474e-06
4855,2.8936651612713814e-06
760,1.4800599836310474e-06
2812,1.4800599836310474e-06
768,3.195329663341522e-05
769,3.195329663341509e-05
770,6.783837526388186e-06
2817,1.4800599836310474e-06
2821,1.4800599836310474e-06
2822,5.691240116218837e-06
775,7.87467032839788e-06
2823,1.4800599836310474e-06
777,3.195329663341524e-05
778,1.4800599836310474e-06
2825,1.4800599836310474e-06
780,3.19532966334152e-05
2828,1.4800599836310474e-06
786,1.4800599836310474e-06
2835,2.4319171463415712e-06
4884,4.02355138708666e-06
2838,2.1868625724512152e-06
801,2.1262996460540184e-05
4899,7.925585771708948e-06
4900,1.4800599836310474e-06
2859,1.4800599836310474e-06
814,3.195329663341501e-05
2866,1.4800599836310474e-06
4918,5.324229515294083e-06
823,7.851542883431223e-06
824,1.4800599836310474e-06
2870,3.195329663341523e-05
4921,1.4800599836310474e-06
4925,2.8936651612713814e-06
832,1.9797188892769875e-05
2884,1.4800599836310474e-06
840,2.8936651612713814e-06
847,3.195329663341519e-05
2896,2.8936651612713814e-06
2897,6.62490764350152e-06
2903,4.227049103172504e-05
856,4.7255117565197434e-06
2905,1.4800599836310474e-06
2918,1.4800599836310474e-06
882,1.1880142351513028e-05
2934,3.494402036231272e-06
2940,1.4800599836310474e-06
4988,2.8936651612713814e-06
2942,1.214885105169798e-05
894,2.3753606674030067e-06
896,2.8936651612713814e-06
899,1.4800599836310474e-06
905,1.8351675129373103e-05
2953,2.8936651612713814e-06
908,4.1342859014071136e-05
911,3.7490078963191513e-06
2961,1.4800599836310474e-06
2962,3.494402036231272e-06
5013,2.8936651612713814e-06
2966,1.4800599836310474e-06
5015,1.4800599836310474e-06
920,1.5275402595939454e-05
5014,8.591356911663953e-06
922,3.749007896319153e-06
923,7.84128328301257e-06
921,2.8043894782014765e-06
5025,1.4800599836310474e-06
5027,1.4800599836310474e-06
5028,2.8936651612713822e-06
5029,4.924392937891947e-05
5030,3.195329663341503e-05
935,1.4800599836310474e-06
5032,4.513590053769544e-05
5036,1.4800599836310474e-06
2629,3.3332362721438232e-06
2992,1.4800599836310474e-06
950,1.4800599836310474e-06
5046,3.195329663341527e-05
953,2.3753606674030067e-06
3003,1.4800599836310474e-06
959,2.8043894782014765e-06
3010,1.4800599836310474e-06
3018,1.6149427774198582e-05
977,1.4800599836310474e-06
3025,2.345094798041065e-06
3027,2.8936651612713822e-06
5080,2.8936651612713814e-06
988,2.5337771135721702e-05
5086,2.8936651612713822e-06
997,4.660397486706847e-06
3045,1.4800599836310474e-06
5096,1.4800599836310474e-06
3056,1.4800599836310474e-06
1012,1.4800599836310474e-06
1013,2.5938211378680833e-05
1014,3.195329663341518e-05
1018,5.719569183851816e-05
1023,1.4800599836310474e-06
1024,1.4800599836310474e-06
1026,1.4800599836310474e-06
1027,1.4800599836310474e-06
5129,1.4800599836310474e-06
3084,1.4800599836310474e-06
5132,3.195329663341521e-05
3086,3.2470664556814738e-06
1037,2.8043894782014773e-06
3092,1.4800599836310474e-06
1046,1.833461278041131e-06
3099,1.4800599836310474e-06
1065,3.195329663341527e-05
5162,7.85690935914649e-06
5163,2.8043894782014773e-06
1068,2.1868625724512135e-06
3119,2.8936651612713822e-06
1074,1.4800599836310474e-06
1076,2.8936651612713822e-06
3125,8.728000591586818e-06
3129,5.8580124991454095e-06
1084,3.195329663341512e-05
1092,1.4612202758761797e-05
1094,1.5132118726126058e-05
1095,1.4800599836310474e-06
5193,1.4800599836310474e-06
1098,2.186862572451215e-06
1100,3.195329663341524e-05
5200,2.1868625724512144e-06
5201,3.568816818402198e-06
5202,4.8889653726568845e-06
5203,6.1502504529287425e-06
5204,2.1868625724512144e-06
1109,1.4800599836310474e-06
3157,2.8658058455653437e-06
3161,1.4800599836310474e-06
5212,1.4272409099185822e-05
1119,3.195329663341518e-05
3168,2.8936651612713822e-06
1121,3.195329663341503e-05
1122,2.3753606674030067e-06
1125,1.4800599836310474e-06
5221,1.4800599836310474e-06
5227,2.8936651612713822e-06
1133,3.195329663341519e-05
5234,1.4800599836310474e-06
1139,1.4800599836310474e-06
5235,1.4800599836310474e-06
5237,6.6249076435015136e-06
3190,1.4800599836310474e-06
5239,7.809856065790409e-06
1140,2.8936651612713822e-06
5240,5.2113024658611804e-06
3197,1.4800599836310474e-06
3198,3.261220726742746e-06
3203,1.4800599836310474e-06
3208,2.0233656513069173e-06
3211,1.4800599836310474e-06
5259,4.02355138708666e-06
3214,1.612959205674354e-05
1166,2.8043894782014773e-06
3218,1.4800599836310474e-06
3219,4.6182412987625515e-05
1174,3.195329663341502e-05
3223,3.478649762352868e-05
1185,4.140428592290963e-05
3236,1.4800599836310474e-06
3237,1.4800599836310474e-06
5284,4.023551387086646e-06
1191,5.175533143170964e-06
3239,2.1868625724512144e-06
1196,3.1953296633415196e-05
3246,1.7941989971917153e-05
1201,4.0608229357032906e-05
5297,2.8936651612713814e-06
5299,9.121185569364716e-06
1204,4.575722389405391e-06
1207,5.26375493110693e-06
3260,2.1814575580086283e-05
5309,1.4800599836310474e-06
3264,1.4800599836310474e-06
1217,2.347536662298873e-05
3276,1.4800599836310474e-06
3278,1.4800599836310474e-06
1232,1.4800599836310474e-06
3281,1.8817616589959926e-05
3287,1.4800599836310474e-06
3293,7.658758523098963e-06
1257,2.1273545495820363e-05
5353,1.4800599836310474e-06
1260,4.158956264865495e-06
1261,2.8043894782014773e-06
3308,1.4800599836310474e-06
1267,4.158956264865494e-06
1268,8.738352228303997e-06
1271,2.8936651612713814e-06
1277,3.195329663341531e-05
1285,1.4800599836310474e-06
3333,2.8936651612713822e-06
5384,4.307270338911717e-06
1290,2.8936651612713822e-06
1291,3.195329663341525e-05
3345,1.4800599836310474e-06
5399,1.4800599836310474e-06
5403,1.4800599836310474e-06
5404,6.140101530358499e-06
3363,1.4800599836310474e-06
1316,9.325419305199375e-06
5413,1.4800599836310474e-06
1318,2.666779406541702e-06
3366,2.8936651612713814e-06
5411,9.92084531275604e-06
1317,2.5058941811221586e-06
3367,4.243968475533011e-06
5415,2.8936651612713814e-06
5420,1.4800599836310474e-06
1326,2.375360667403006e-06
5422,8.390112903920948e-06
1328,2.8043894782014765e-06
3377,2.341155927067606e-05
1334,2.2031130350319202e-05
5433,1.4800599836310474e-06
1340,1.9512617095111596e-06
3389,1.3742235803616904e-05
5438,3.195329663341512e-05
5439,2.8936651612713822e-06
5441,1.4800599836310474e-06
5442,1.4800599836310474e-06
3395,1.4800599836310474e-06
3394,1.7769305962723201e-06
3397,1.4800599836310474e-06
1352,4.742262217727023e-06
1354,3.3749189324567555e-06
3404,2.8936651612713814e-06
1358,3.195329663341509e-05
3408,1.7769305962723201e-06
5458,3.195329663341573e-05
1363,2.1150323396171536e-05
1366,5.034434381106358e-06
3414,1.4800599836310474e-06
1368,2.8936651612713822e-06
3416,3.985336126167964e-06
5464,2.8936651612713814e-06
5472,5.266364662334828e-06
5473,5.266364662334828e-06
5476,2.8936651612713814e-06
1381,1.4800599836310474e-06
3429,9.672578412535328e-06
1383,2.1868625724512144e-06
1384,1.4800599836310474e-06
1385,1.4800599836310474e-06
1386,2.5597692674052836e-05
5480,1.4800599836310474e-06
5489,1.4800599836310474e-06
1394,1.4800599836310474e-06
1396,8.362443477957845e-06
3445,2.1868625724512144e-06
5492,3.1953296633415284e-05
1403,2.208861489245394e-06
3451,2.8936651612713814e-06
3452,2.8936651612713814e-06
3456,1.4800599836310474e-06
5506,4.243968475532999e-06
5507,3.195329663341548e-05
3465,1.4800599836310474e-06
3470,2.4064394167881127e-06
5521,2.8936651612713822e-06
5522,3.195329663341523e-05
5524,1.4800599836310474e-06
3483,3.195329663341532e-05
3484,3.195329663341534e-05
1437,4.092517742141624e-05
3487,1.4800599836310474e-06
3488,4.644958024710737e-06
3489,1.4800599836310474e-06
3490,2.8332430770417173e-06
3498,1.4800599836310474e-06
3500,3.412701809264176e-06
5549,1.4800599836310474e-06
5551,2.8936651612713814e-06
3504,4.158956264865495e-06
3511,1.4800599836310474e-06
5560,1.4800599836310474e-06
5568,3.195329663341534e-05
1473,4.575722389405391e-06
3525,1.4800599836310474e-06
1478,1.4800599836310474e-06
3527,1.5031977464096128e-05
1487,1.4800599836310474e-06
3539,1.4800599836310474e-06
1492,8.053946234734366e-06
5590,3.195329663341568e-05
3545,1.7156608465711026e-06
3547,1.4800599836310474e-06
1501,2.1868625724512144e-06
5598,1.4800599836310474e-06
3552,1.9011558818153858e-05
3553,1.4800599836310474e-06
3554,1.4800599836310474e-06
5602,2.8661483578982377e-06
3556,1.4800599836310474e-06
3555,2.1868625724512144e-06
3558,1.4800599836310474e-06
5606,2.4064394167881127e-06
5609,1.4800599836310474e-06
3562,2.3218929038773766e-06
3563,1.7627810191591149e-06
3564,1.7627810191591149e-06
3565,1.7627810191591149e-06
3566,1.7627810191591149e-06
3567,2.041281930461934e-06
5615,1.4800599836310474e-06
3569,2.041281930461934e-06
3570,1.4800599836310474e-06
3571,1.4800599836310474e-06
3572,1.4800599836310474e-06
5618,3.1953296633415683e-05
5619,3.195329663341568e-05
5614,1.4800599836310474e-06
1528,1.4800599836310474e-06
1529,3.4294513377536013e-06
5622,3.295925095261744e-06
5623,2.8661483578982377e-06
5636,1.4800599836310474e-06
1541,1.4800599836310474e-06
1543,9.640257438540435e-06
3591,1.4800599836310474e-06
1545,2.8936651612713814e-06
3598,1.5155840981257238e-05
1550,1.4800599836310474e-06
5648,1.4800599836310474e-06
5649,3.1953296633415467e-05
1555,1.4732363645797884e-05
1556,4.023551387086658e-06
5655,1.4800599836310474e-06
1565,1.4800599836310474e-06
1566,2.0611633667784368e-05
3615,1.4800599836310474e-06
1568,1.4800599836310474e-06
5661,1.9397689247411724e-06
1572,1.4800599836310474e-06
3630,2.6743526846805495e-05
1585,1.4800599836310474e-06
1591,2.8936651612713814e-06
3642,8.548085871832735e-06
3646,1.4800599836310474e-06
1600,2.8936651612713814e-06
3649,1.7109408149388908e-05
3655,2.0233656513069173e-06
3660,1.4800599836310474e-06
5612,2.8936651612713822e-06
1615,2.9135783009512736e-05
5712,4.2439684755330036e-06
3665,1.4800599836310474e-06
1620,4.158956264865503e-06
5717,1.4800599836310474e-06
3669,4.3072703389117175e-06
5719,1.4800599836310474e-06
1624,2.8936651612713814e-06
5720,1.9512617095111596e-06
1629,1.4800599836310474e-06
1630,1.4800599836310474e-06
1631,1.4800599836310474e-06
3678,1.4800599836310474e-06
5729,7.1344806941923905e-06
5730,1.4800599836310474e-06
5731,1.4800599836310474e-06
5732,1.4800599836310474e-06
3689,2.833243077041718e-06
1643,2.8936651612713822e-06
3695,1.4800599836310474e-06
1648,1.4800599836310474e-06
3699,2.1868625724512144e-06
1656,2.3596823248601538e-05
1657,1.4800599836310474e-06
3704,1.4800599836310474e-06
3707,2.8936651612713814e-06
1662,1.4800599836310474e-06
5759,3.195329663341548e-05
1663,2.8936651612713822e-06
5761,3.1953296633415467e-05
3714,5.324229515294082e-06
5762,1.9397689247411724e-06
5763,3.1953296633415467e-05
1669,2.6146611638228763e-05
1670,1.7769305962723201e-06
3719,7.994032764751475e-06
1675,2.186862572451215e-06
3723,2.833243077041718e-06
3725,4.023551387086654e-06
3724,1.9512617095111587e-06
3731,2.8936651612713814e-06
3732,1.4800599836310474e-06
1685,1.4800599836310474e-06
3734,4.243968475533014e-06
3735,1.5380510897094356e-05
3736,1.7769305962723201e-06
1689,1.7156608465711026e-06
1690,7.071178830813662e-06
3738,2.8936651612713814e-06
5788,3.1953296633415446e-05
5790,2.3286812512680128e-06
5791,1.4800599836310474e-06
3744,6.21530842734834e-06
3746,1.4800599836310474e-06
1700,3.195329663341546e-05
1701,8.33641327887739e-06
5798,3.1953296633415426e-05
3748,2.8936651612713822e-06
1708,3.195329663341545e-05
3757,2.8207877661455284e-06
3756,3.0144852021407845e-06
3759,2.0193938155971678e-06
3760,1.7769305962723201e-06
5806,1.9397689247411724e-06
1719,1.4800599836310474e-06
3776,1.4800599836310474e-06
5824,2.1868625724512144e-06
5826,2.8936651612713822e-06
1731,1.2106989737976682e-05
3781,2.0233656513069173e-06
3785,1.4800599836310474e-06
1743,7.252357842705266e-06
1744,2.8936651612713822e-06
5845,2.8936651612713814e-06
3800,1.4800599836310474e-06
1752,7.303028070760452e-06
3804,1.4800599836310474e-06
1759,1.4800599836310474e-06
1763,1.4800599836310474e-06
5859,2.8936651612713814e-06
1764,4.307270338911716e-06
5862,1.4800599836310474e-06
3815,3.1953296633415114e-05
3816,1.4800599836310474e-06
3813,2.8936651612713814e-06
1765,7.505775584786617e-06
1771,6.088458316872601e-06
1769,6.410119573314951e-06
3820,2.1868625724512144e-06
1774,1.4800599836310474e-06
1779,3.195329663341548e-05
3828,2.8936651612713814e-06
3829,1.4800599836310474e-06
1787,3.195329663341551e-05
3837,4.4535955187818725e-06
5890,1.4800599836310474e-06
5896,3.195329663341537e-05
1802,2.1868625724512144e-06
5899,1.4800599836310474e-06
1810,1.892211162734739e-05
3859,4.97840242476804e-06
3861,2.1636102235105907e-05
1815,1.4800599836310474e-06
1819,1.4800599836310474e-06
3875,1.4800599836310474e-06
3876,2.3286812512680128e-06
1829,1.4800599836310474e-06
3878,3.4369708289472525e-06
1832,5.691240116218837e-06
3881,1.4800599836310474e-06
5929,4.494542900692714e-06
1839,2.8936651612713814e-06
1840,5.657573653173331e-06
3888,2.0233656513069173e-06
3887,1.4800599836310474e-06
1846,4.97840242476804e-06
3896,1.4800599836310474e-06
3897,1.937274656600144e-05
3898,2.833243077041718e-06
3903,1.4800599836310474e-06
1855,2.8936651612713822e-06
5955,3.195329663341556e-05
1860,1.1389166799121526e-05
5956,1.4800599836310474e-06
5958,3.1953296633415534e-05
5960,4.243968475532996e-06
5963,1.4800599836310474e-06
3917,1.4800599836310474e-06
5971,2.8936651612713805e-06
1877,2.7536828884621502e-06
1878,1.4800599836310474e-06
3928,1.4800599836310474e-06
1896,8.903540248625222e-06
1899,9.714476014882043e-06
5999,1.4800599836310474e-06
3957,2.8936651612713805e-06
3972,1.4800599836310474e-06
3973,1.4800599836310474e-06
3974,3.195329663341521e-05
3975,2.8936651612713814e-06
3976,4.243968475533013e-06
1933,3.195329663341546e-05
3982,3.195329663341573e-05
3986,2.8936651612713822e-06
3987,1.4800599836310474e-06
3990,2.8936651612713814e-06
1947,2.8936651612713814e-06
1948,1.9486123107268963e-05
3996,9.278695890889229e-05
1953,2.436883576903643e-05
4004,1.4800599836310474e-06
1957,2.8936651612713814e-06
4007,2.8936651612713822e-06
1967,1.7769305962723201e-06
4015,1.4800599836310474e-06
4029,1.4800599836310474e-06
4030,1.4800599836310474e-06
1984,1.4800599836310474e-06
4035,2.0233656513069173e-06
4036,1.9512617095111587e-06
4038,1.4800599836310474e-06
1995,1.4800599836310474e-06
4047,1.4800599836310474e-06
4052,1.4800599836310474e-06
4054,1.4800599836310474e-06
4059,1.4800599836310474e-06
2013,2.8658058455653437e-06
2014,1.4800599836310474e-06
2017,3.494402036231272e-06
2019,1.4800599836310474e-06
2026,1.4800599836310474e-06
4075,2.8936651612713814e-06
2028,1.8356109779544537e-05
4080,2.8936651612713822e-06
2040,2.8936651612713822e-06
2045,1.6332655592303493e-05
